Time [s],Heat flux [W],,,
,,,Time,experiment heatflux
,,,2131.842,-201.897
,,,2132.915,-207.9975
,,,2133.978,-206.0222
,,,2135.037,-210.224
,,,2136.096,-207.8326
,,,2137.149,-209.9891
,,,2138.208,-210.6869
,,,2139.277,-207.3908
,,,2140.349,-215.8097
,,,2141.406,-210.2957
,,,2142.458,-206.9884
,,,2143.534,-203.641
,,,2144.614,-209.66
,,,2145.685,-207.7376
,,,2146.737,-208.2329
,,,2147.802,-199.1029
,,,2148.877,-206.2659
,,,2149.938,-212.1135
,,,2150.996,-207.8269
,,,2152.057,-209.4197
,,,2153.129,-204.9518
,,,2154.197,-209.8369
,,,2155.256,-201.2897
,,,2156.327,-207.9541
,,,2157.38,-201.7985
,,,2158.443,-205.3559
,,,2159.508,-200.1756
,,,2160.58,-201.2518
,,,2161.65,-200.7367
,,,2162.707,-194.5373
,,,2163.766,-201.2028
,,,2164.833,-203.3785
,,,2165.907,-203.9502
,,,2166.967,-199.7012
,,,2168.018,-199.5624
,,,2169.096,-203.3961
,,,2170.16,-201.6839
,,,2171.236,-198.4722
,,,2172.287,-194.7632
,,,2173.339,-198.0011
,,,2174.397,-201.9029
,,,2175.455,-200.2719
,,,2176.525,-195.0539
,,,2177.587,-193.8068
,,,2178.661,-200.2693
,,,2179.721,-195.3069
,,,2180.79,-204.3019
,,,2181.863,-195.7863
,,,2182.924,-206.1965
,,,2183.986,-200.9701
,,,2185.061,-199.6321
,,,2186.12,-198.7325
,,,2187.172,-192.4649
,,,2188.242,-193.5817
,,,2189.3,-197.6957
,,,2190.36,-196.1465
,,,2191.419,-198.0217
,,,2192.474,-195.2002
,,,2193.532,-198.6946
,,,2194.59,-191.0296
,,,2195.663,-193.1794
,,,2196.725,-195.7948
,,,2197.803,-194.4982
,,,2198.86,-195.3271
,,,2199.929,-195.6113
,,,2201,-196.9107
,,,2202.058,-190.1893
,,,2203.11,-183.4181
,,,2204.188,-194.9628
,,,2205.239,-186.8249
,,,2206.31,-188.5552
,,,2207.363,-191.7195
,,,2208.421,-184.4875
,,,2209.492,-186.3272
,,,2210.57,-193.4674
,,,2211.646,-187.7749
,,,2212.7,-188.8423
,,,2213.767,-191.6748
,,,2214.846,-190.894
,,,2215.924,-192.0696
,,,2217.006,-183.7891
,,,2218.057,-191.2336
,,,2219.137,-186.4707
,,,2220.198,-188.3714
,,,2221.259,-186.2281
,,,2222.31,-189.6595
,,,2223.371,-183.1792
,,,2224.433,-182.4675
,,,2225.493,-184.3798
,,,2226.56,-185.4049
,,,2227.611,-186.2264
,,,2228.681,-180.8188
,,,2229.738,-187.07
,,,2230.798,-188.5942
,,,2231.869,-182.7398
,,,2232.925,-189.9264
,,,2233.99,-187.4611
,,,2235.047,-187.5013
,,,2236.122,-186.1854
,,,2237.174,-182.1356
,,,2238.24,-184.1963
,,,2239.311,-187.4622
,,,2240.38,-185.0874
,,,2241.437,-184.4478
,,,2242.492,-176.942
,,,2243.552,-184.7169
,,,2244.615,-187.7984
,,,2245.684,-183.9578
,,,2246.753,-183.9011
,,,2247.813,-178.616
,,,2248.883,-179.3507
,,,2249.94,-179.1211
,,,2251.005,-178.5737
,,,2252.07,-173.6888
,,,2253.132,-176.6283
,,,2254.192,-184.608
,,,2255.25,-179.9285
,,,2256.306,-177.7119
,,,2257.362,-183.4074
,,,2258.42,-180.3684
,,,2259.489,-177.6431
,,,2260.558,-179.0374
,,,2261.623,-176.9555
,,,2262.678,-177.8048
,,,2263.738,-172.3699
,,,2264.802,-179.0936
,,,2265.86,-176.5029
,,,2266.921,-177.6402
,,,2267.973,-182.519
,,,2269.052,-179.0079
,,,2270.119,-181.5224
,,,2271.18,-179.389
,,,2272.245,-178.7297
,,,2273.304,-178.3109
,,,2274.376,-174.1768
,,,2275.447,-175.9624
,,,2276.5,-172.8502
,,,2277.553,-177.1586
,,,2278.623,-177.4642
,,,2279.694,-172.6137
,,,2280.768,-181.0743
,,,2281.837,-183.7717
,,,2282.905,-174.2677
,,,2283.969,-173.7524
,,,2285.04,-173.4878
,,,2286.113,-166.7425
,,,2287.168,-174.3457
,,,2288.228,-172.8081
,,,2289.298,-169.8867
,,,2290.367,-168.4923
,,,2291.428,-164.1188
,,,2292.486,-165.5464
,,,2293.559,-170.5006
,,,2294.633,-171.7516
,,,2295.709,-163.8815
,,,2296.772,-171.1535
,,,2297.835,-167.7003
,,,2298.905,-171.1071
,,,2299.979,-174.9389
,,,2301.039,-173.094
,,,2302.105,-168.1744
,,,2303.179,-167.1668
,,,2304.238,-169.0577
,,,2305.308,-166.7766
,,,2306.368,-165.7315
,,,2307.421,-167.8267
,,,2308.493,-165.7619
,,,2309.557,-163.7556
,,,2310.616,-166.3761
,,,2311.673,-167.2604
,,,2312.725,-168.5411
,,,2313.791,-166.0413
,,,2314.86,-163.8103
,,,2315.93,-161.2311
,,,2317,-159.8016
,,,2318.053,-166.1427
,,,2319.109,-167.9696
,,,2320.166,-159.4742
,,,2321.235,-164.8891
,,,2322.287,-159.2714
,,,2323.345,-162.4341
,,,2324.405,-163.3479
,,,2325.463,-161.9227
,,,2326.534,-162.5852
,,,2327.594,-163.1442
,,,2328.664,-161.9833
,,,2329.726,-160.0866
,,,2330.794,-162.0178
,,,2331.85,-165.4804
,,,2332.909,-159.452
,,,2333.98,-169.6337
,,,2335.038,-157.9154
,,,2336.106,-162.7634
,,,2337.157,-154.4704
,,,2338.233,-158.6682
,,,2339.293,-162.3154
,,,2340.363,-157.8543
,,,2341.425,-158.878
,,,2342.49,-158.2856
,,,2343.562,-156.589
,,,2344.631,-161.3409
,,,2345.705,-157.7981
,,,2346.759,-156.5437
,,,2347.814,-154.4248
,,,2348.872,-156.4173
,,,2349.93,-156.337
,,,2351,-158.2726
,,,2352.073,-157.6113
,,,2353.138,-157.0752
,,,2354.199,-155.5023
,,,2355.268,-153.5491
,,,2356.333,-161.1288
,,,2357.385,-161.4391
,,,2358.458,-156.9782
,,,2359.517,-159.1403
,,,2360.575,-156.2707
,,,2361.649,-157.7992
,,,2362.727,-151.7184
,,,2363.787,-159.1631
,,,2364.851,-156.4855
,,,2365.914,-158.5387
,,,2366.977,-152.8969
,,,2368.029,-154.123
,,,2369.099,-155.9821
,,,2370.179,-158.42
,,,2371.242,-156.5268
,,,2372.316,-158.2214
,,,2373.384,-155.6865
,,,2374.443,-153.9972
,,,2375.508,-153.8356
,,,2376.569,-153.3366
,,,2377.63,-151.2806
,,,2378.691,-152.9319
,,,2379.76,-149.4171
,,,2380.82,-147.7477
,,,2381.875,-148.2221
,,,2382.935,-154.0664
,,,2383.995,-150.0087
,,,2385.066,-152.4663
,,,2386.136,-151.7752
,,,2387.187,-153.2952
,,,2388.251,-148.3051
,,,2389.31,-151.8935
,,,2390.382,-151.1168
,,,2391.458,-147.7362
,,,2392.508,-153.3166
,,,2393.58,-151.9088
,,,2394.654,-147.4307
,,,2395.71,-150.9457
,,,2396.781,-148.9427
,,,2397.839,-149.6705
,,,2398.897,-148.7915
,,,2399.973,-143.2499
,,,2401.033,-145.1375
,,,2402.094,-149.6234
,,,2403.146,-147.7929
,,,2404.209,-140.1836
,,,2405.277,-145.6048
,,,2406.336,-146.6212
,,,2407.391,-148.8122
,,,2408.462,-149.7406
,,,2409.527,-146.4795
,,,2410.588,-146.2901
,,,2411.66,-143.6433
,,,2412.711,-147.6138
,,,2413.772,-147.2591
,,,2414.842,-146.1654
,,,2415.903,-148.361
,,,2416.975,-145.9134
,,,2418.031,-138.4412
,,,2419.095,-146.8431
,,,2420.166,-145.8867
,,,2421.228,-147.0493
,,,2422.28,-145.9185
,,,2423.352,-142.4776
,,,2424.411,-141.6505
,,,2425.472,-146.4186
,,,2426.553,-143.1868
,,,2427.605,-140.7745
,,,2428.676,-141.5977
,,,2429.748,-140.1016
,,,2430.82,-146.9751
,,,2431.874,-143.9677
,,,2432.946,-141.9172
,,,2434.017,-138.4129
,,,2435.078,-142.2858
,,,2436.15,-141.3672
,,,2437.202,-140.0867
,,,2438.271,-136.9893
,,,2439.33,-143.3683
,,,2440.396,-139.7265
,,,2441.465,-140.9101
,,,2442.517,-145.4675
,,,2443.577,-132.9964
,,,2444.651,-138.0177
,,,2445.729,-137.3177
,,,2446.789,-139.4201
,,,2447.848,-139.5936
,,,2448.914,-135.8787
,,,2449.975,-143.2159
,,,2451.045,-138.5303
,,,2452.105,-139.2043
,,,2453.174,-143.798
,,,2454.244,-142.3222
,,,2455.316,-136.2566
,,,2456.373,-139.5564
,,,2457.424,-136.7018
,,,2458.501,-134.7705
,,,2459.561,-135.1421
,,,2460.619,-134.5099
,,,2461.68,-133.2679
,,,2462.732,-134.6357
,,,2463.802,-129.82
,,,2464.876,-136.9051
,,,2465.932,-132.2416
,,,2466.992,-139.7166
,,,2468.044,-138.3945
,,,2469.115,-139.5101
,,,2470.176,-138.3549
,,,2471.233,-135.962
,,,2472.287,-132.8562
,,,2473.345,-133.0394
,,,2474.413,-136.0068
,,,2475.484,-132.8788
,,,2476.553,-136.3144
,,,2477.609,-132.1285
,,,2478.672,-129.4965
,,,2479.752,-136.9436
,,,2480.808,-134.7235
,,,2481.86,-133.796
,,,2482.926,-130.0301
,,,2483.985,-131.2915
,,,2485.045,-129.7741
,,,2486.104,-129.4837
,,,2487.159,-131.5388
,,,2488.218,-135.7383
,,,2489.291,-133.7175
,,,2490.36,-130.0583
,,,2491.443,-134.7688
,,,2492.497,-134.1641
,,,2493.566,-130.3599
,,,2494.62,-136.0945
,,,2495.696,-128.5327
,,,2496.772,-135.4022
,,,2497.842,-131.4066
,,,2498.914,-131.0863
,,,2499.982,-125.9738
,,,2501.043,-133.7338
,,,2502.119,-130.1232
,,,2503.185,-125.7131
,,,2504.247,-129.2937
,,,2505.306,-130.6294
,,,2506.376,-137.8494
,,,2507.431,-125.1461
,,,2508.506,-134.4712
,,,2509.565,-129.1317
,,,2510.632,-129.0204
,,,2511.703,-131.2891
,,,2512.754,-124.7753
,,,2513.826,-129.8018
,,,2514.894,-129.9534
,,,2515.955,-129.22
,,,2517.007,-126.142
,,,2518.059,-129.6626
,,,2519.122,-127.0349
,,,2520.193,-122.4297
,,,2521.254,-122.6757
,,,2522.308,-125.9714
,,,2523.385,-127.1409
,,,2524.441,-129.3031
,,,2525.493,-126.8079
,,,2526.555,-129.2995
,,,2527.608,-124.0704
,,,2528.677,-125.5454
,,,2529.74,-124.3783
,,,2530.81,-121.3568
,,,2531.87,-125.7744
,,,2532.933,-124.405
,,,2534.005,-124.9012
,,,2535.076,-124.3689
,,,2536.152,-123.7397
,,,2537.206,-123.0387
,,,2538.257,-127.3286
,,,2539.31,-124.0886
,,,2540.379,-124.3188
,,,2541.456,-128.5159
,,,2542.51,-123.9529
,,,2543.596,-123.3621
,,,2544.646,-121.8581
,,,2545.698,-121.6018
,,,2546.754,-124.5443
,,,2547.815,-123.5547
,,,2548.876,-120.1872
,,,2549.946,-121.7139
,,,2551.021,-120.4699
,,,2552.093,-122.6024
,,,2553.144,-120.3792
,,,2554.209,-122.9494
,,,2555.277,-120.112
,,,2556.336,-121.6573
,,,2557.389,-119.8554
,,,2558.46,-123.0031
,,,2559.524,-120.8869
,,,2560.598,-119.0527
,,,2561.67,-117.2965
,,,2562.722,-115.9633
,,,2563.785,-119.0446
,,,2564.843,-117.9033
,,,2565.915,-118.5929
,,,2566.988,-115.0023
,,,2568.042,-122.1751
,,,2569.115,-122.6202
,,,2570.173,-117.2603
,,,2571.227,-117.1827
,,,2572.278,-118.9956
,,,2573.332,-120.6237
,,,2574.391,-115.4707
,,,2575.462,-117.6718
,,,2576.522,-118.4889
,,,2577.572,-120.3012
,,,2578.647,-118.0988
,,,2579.718,-118.2148
,,,2580.769,-118.8703
,,,2581.831,-115.3546
,,,2582.902,-118.0013
,,,2583.961,-115.3189
,,,2585.023,-117.6815
,,,2586.082,-114.5387
,,,2587.141,-118.6794
,,,2588.204,-111.6351
,,,2589.264,-115.371
,,,2590.324,-114.8661
,,,2591.393,-111.6271
,,,2592.445,-114.436
,,,2593.502,-117.7553
,,,2594.578,-117.2049
,,,2595.642,-113.0762
,,,2596.715,-114.8342
,,,2597.785,-115.2576
,,,2598.849,-112.3116
,,,2599.907,-114.309
,,,2600.976,-115.6724
,,,2602.039,-111.7284
,,,2603.094,-112.7232
,,,2604.155,-110.6476
,,,2605.227,-113.9941
,,,2606.293,-108.8932
,,,2607.36,-110.4504
,,,2608.42,-112.2309
,,,2609.496,-116.8637
,,,2610.571,-112.7571
,,,2611.629,-107.802
,,,2612.681,-112.7871
,,,2613.736,-115.756
,,,2614.797,-111.6593
,,,2615.856,-112.2696
,,,2616.909,-111.1769
,,,2617.964,-113.1922
,,,2619.035,-115.8012
,,,2620.107,-113.4377
,,,2621.189,-114.9365
,,,2622.24,-108.1267
,,,2623.299,-109.2966
,,,2624.357,-113.2301
,,,2625.426,-112.9195
,,,2626.484,-114.3689
,,,2627.535,-108.3081
,,,2628.592,-110.0134
,,,2629.644,-107.3292
,,,2630.71,-108.404
,,,2631.779,-112.0601
,,,2632.841,-110.2001
,,,2633.917,-111.9353
,,,2634.973,-112.0742
,,,2636.028,-110.1017
,,,2637.098,-108.8403
,,,2638.149,-109.5373
,,,2639.203,-108.5909
,,,2640.261,-109.4812
,,,2641.32,-111.9105
,,,2642.381,-107.7788
,,,2643.441,-111.8561
,,,2644.515,-107.6454
,,,2645.591,-105.0733
,,,2646.66,-111.2104
,,,2647.725,-107.8095
,,,2648.78,-110.6098
,,,2649.833,-106.7266
,,,2650.901,-108.8419
,,,2651.961,-111.4739
,,,2653.012,-107.6747
,,,2654.081,-107.479
,,,2655.14,-108.1192
,,,2656.2,-106.4074
,,,2657.252,-104.0817
,,,2658.315,-106.5997
,,,2659.389,-105.2109
,,,2660.46,-106.8386
,,,2661.518,-109.1997
,,,2662.575,-107.7408
,,,2663.646,-104.8302
,,,2664.706,-107.8937
,,,2665.778,-109.283
,,,2666.849,-109.941
,,,2667.901,-103.2801
,,,2668.973,-104.0414
,,,2670.044,-104.8676
,,,2671.099,-103.8793
,,,2672.158,-107.6612
,,,2673.214,-105.1185
,,,2674.289,-106.5327
,,,2675.346,-104.1292
,,,2676.426,-104.5233
,,,2677.481,-102.6202
,,,2678.551,-105.5457
,,,2679.609,-104.8539
,,,2680.686,-102.7141
,,,2681.758,-104.1555
,,,2682.809,-102.3186
,,,2683.873,-103.6213
,,,2684.933,-104.036
,,,2685.987,-102.6703
,,,2687.058,-101.5912
,,,2688.129,-102.1172
,,,2689.189,-100.8313
,,,2690.244,-101.7762
,,,2691.318,-103.9556
,,,2692.369,-102.1569
,,,2693.431,-98.0775
,,,2694.493,-100.4818
,,,2695.553,-100.5961
,,,2696.611,-102.5017
,,,2697.675,-103.6131
,,,2698.744,-100.9066
,,,2699.812,-99.4791
,,,2700.87,-100.0604
,,,2701.937,-100.3835
,,,2702.99,-100.4611
,,,2704.046,-103.5142
,,,2705.11,-101.5518
,,,2706.178,-102.0823
,,,2707.23,-97.7004
,,,2708.302,-101.3207
,,,2709.367,-98.7917
,,,2710.437,-96.0304
,,,2711.497,-101.906
,,,2712.55,-100.9643
,,,2713.61,-98.799
,,,2714.662,-100.45
,,,2715.72,-100.2205
,,,2716.779,-100.2862
,,,2717.83,-99.2214
,,,2718.889,-96.4345
,,,2719.941,-102.1382
,,,2721.013,-98.8966
,,,2722.072,-102.4917
,,,2723.13,-98.1249
,,,2724.193,-100.5246
,,,2725.251,-101.0308
,,,2726.31,-94.5468
,,,2727.361,-99.7997
,,,2728.431,-96.9172
,,,2729.491,-97.2773
,,,2730.559,-95.3832
,,,2731.62,-98.004
,,,2732.675,-97.3689
,,,2733.737,-98.8765
,,,2734.798,-95.8847
,,,2735.854,-96.6299
,,,2736.936,-97.056
,,,2738.008,-96.8829
,,,2739.06,-98.6474
,,,2740.119,-96.1568
,,,2741.178,-96.0799
,,,2742.228,-95.9937
,,,2743.283,-96.0617
,,,2744.334,-96.0667
,,,2745.402,-91.7182
,,,2746.465,-95.7254
,,,2747.517,-95.6141
,,,2748.581,-94.4005
,,,2749.639,-98.5928
,,,2750.698,-96.1656
,,,2751.761,-97.7487
,,,2752.813,-96.5029
,,,2753.873,-94.4086
,,,2754.932,-93.628
,,,2756,-95.1516
,,,2757.072,-96.0378
,,,2758.145,-94.1299
,,,2759.207,-91.5161
,,,2760.278,-89.5372
,,,2761.351,-95.1295
,,,2762.41,-93.591
,,,2763.467,-94.1035
,,,2764.537,-95.7611
,,,2765.595,-93.4345
,,,2766.666,-93.9736
,,,2767.718,-90.9096
,,,2768.786,-92.9703
,,,2769.858,-96.0309
,,,2770.915,-96.3517
,,,2771.97,-94.3963
,,,2773.032,-95.3232
,,,2774.101,-92.3701
,,,2775.162,-94.8407
,,,2776.234,-95.7678
,,,2777.287,-93.5734
,,,2778.344,-91.1325
,,,2779.418,-93.6147
,,,2780.482,-93.9649
,,,2781.533,-90.846
,,,2782.588,-90.6185
,,,2783.648,-93.9474
,,,2784.728,-90.2593
,,,2785.797,-93.2011
,,,2786.868,-91.7436
,,,2787.929,-93.0352
,,,2788.998,-90.8494
,,,2790.061,-92.6852
,,,2791.123,-90.6312
,,,2792.179,-89.9781
,,,2793.229,-91.1465
,,,2794.287,-91.9593
,,,2795.346,-90.7571
,,,2796.422,-88.724
,,,2797.474,-92.8383
,,,2798.543,-89.4845
,,,2799.603,-89.9679
,,,2800.667,-90.4416
,,,2801.727,-90.2256
,,,2802.782,-88.4651
,,,2803.845,-90.7857
,,,2804.907,-87.8693
,,,2805.964,-90.4057
,,,2807.024,-91.998
,,,2808.087,-87.733
,,,2809.159,-88.7376
,,,2810.214,-89.4002
,,,2811.27,-86.5541
,,,2812.322,-85.2063
,,,2813.383,-83.2891
,,,2814.434,-77.6893
,,,2815.496,-73.4986
,,,2816.565,-71.9199
,,,2817.616,-70.9541
,,,2818.675,-57.1822
,,,2819.741,-34.5155
,,,2820.803,-6.3163
,,,2821.861,22.9939
,,,2822.919,54.9438
,,,2823.992,88.6833
,,,2825.053,119.911
,,,2826.108,150.6171
,,,2827.165,188.8831
,,,2828.226,219.8236
,,,2829.301,254.776
,,,2830.357,288.9444
,,,2831.43,308.8218
,,,2832.495,345.7167
,,,2833.553,378.1784
,,,2834.619,401.6766
,,,2835.691,424.427
,,,2836.754,452.2047
,,,2837.806,472.0385
,,,2838.879,510.0188
,,,2839.954,530.4393
,,,2841.025,559.8325
,,,2842.097,567.8247
,,,2843.15,608.026
,,,2844.208,642.8274
,,,2845.28,620.1597
,,,2846.341,651.1739
,,,2847.398,698.0735
,,,2848.458,682.8797
,,,2849.519,722.6128
,,,2850.578,760.0771
,,,2851.639,729.3662
,,,2852.692,791.1757
,,,2853.758,803.2645
,,,2854.817,811.3302
,,,2855.876,818.6169
,,,2856.933,838.6467
,,,2858.004,861.661
,,,2859.066,858.8426
,,,2860.123,913.1455
,,,2861.193,927.9745
,,,2862.244,928.1012
,,,2863.306,916.4478
,,,2864.368,953.1517
,,,2865.44,962.365
,,,2866.499,976.6888
,,,2867.553,985.1806
,,,2868.61,976.9376
,,,2869.684,1039.0522
,,,2870.735,1027.9048
,,,2871.796,1028.9
,,,2872.866,1077.7714
,,,2873.93,1072.3304
,,,2874.987,1083.9984
,,,2876.064,1109.796
,,,2877.14,1136.8117
,,,2878.198,1109.5131
,,,2879.262,1123.9295
,,,2880.329,1128.9418
,,,2881.397,1120.2987
,,,2882.453,1124.4956
,,,2883.511,1161.5253
,,,2884.582,1170.828
,,,2885.653,1168.8087
,,,2886.725,1179.0289
,,,2887.776,1200.2495
,,,2888.848,1179.6899
,,,2889.901,1193.7241
,,,2890.971,1242.3511
,,,2892.023,1214.0086
,,,2893.075,1207.7573
,,,2894.134,1223.6449
,,,2895.192,1289.2786
,,,2896.252,1240.8349
,,,2897.302,1278.9767
,,,2898.364,1239.6743
,,,2899.427,1268.2343
,,,2900.499,1278.0809
,,,2901.552,1303.1651
,,,2902.603,1306.8238
,,,2903.662,1328.11
,,,2904.721,1318.3747
,,,2905.773,1305.8797
,,,2906.834,1327.4599
,,,2907.893,1313.4791
,,,2908.963,1350.0049
,,,2910.021,1348.8056
,,,2911.079,1384.0536
,,,2912.13,1358.7635
,,,2913.194,1395.5868
,,,2914.249,1348.7692
,,,2915.308,1329.3572
,,,2916.368,1374.6494
,,,2917.419,1412.7911
,,,2918.491,1374.1907
,,,2919.57,1367.2795
,,,2920.645,1396.1387
,,,2921.706,1446.1099
,,,2922.781,1388.152
,,,2923.839,1410.3927
,,,2924.902,1395.4813
,,,2925.954,1435.5748
,,,2927.014,1410.2406
,,,2928.069,1411.8396
,,,2929.128,1415.1269
,,,2930.189,1529.3502
,,,2931.248,1461.7406
,,,2932.314,1467.8193
,,,2933.385,1400.8632
,,,2934.443,1423.3122
,,,2935.51,1458.5324
,,,2936.582,1437.2154
,,,2937.634,1444.3959
,,,2938.695,1426.6644
,,,2939.766,1448.412
,,,2940.824,1491.5186
,,,2941.885,1471.3207
,,,2942.935,1479.4722
,,,2943.995,1503.3917
,,,2945.07,1507.4749
,,,2946.145,1501.8444
,,,2947.202,1494.7235
,,,2948.259,1532.2777
,,,2949.312,1499.0147
,,,2950.381,1507.0343
,,,2951.454,1523.6127
,,,2952.506,1524.8969
,,,2953.57,1460.3952
,,,2954.63,1474.1319
,,,2955.699,1523.1031
,,,2956.753,1479.5318
,,,2957.827,1500.5279
,,,2958.897,1490.4066
,,,2959.951,1555.2275
,,,2961.015,1537.4128
,,,2962.067,1517.0282
,,,2963.137,1536.043
,,,2964.206,1533.0922
,,,2965.266,1538.3647
,,,2966.339,1544.6142
,,,2967.41,1494.4527
,,,2968.468,1529.601
,,,2969.526,1572.3646
,,,2970.604,1549.5706
,,,2971.661,1524.5878
,,,2972.729,1554.0832
,,,2973.8,1527.8159
,,,2974.858,1540.5067
,,,2975.932,1506.4708
,,,2977,1541.063
,,,2978.052,1511.5365
,,,2979.111,1530.742
,,,2980.179,1551.8532
,,,2981.238,1570.8766
,,,2982.289,1535.5809
,,,2983.35,1558.7258
,,,2984.421,1523.8462
,,,2985.489,1513.4745
,,,2986.559,1571.6017
,,,2987.61,1552.9521
,,,2988.673,1591.9877
,,,2989.732,1587.3399
,,,2990.801,1553.5536
,,,2991.87,1559.8775
,,,2992.922,1518.5567
,,,2993.992,1591.2798
,,,2995.066,1595.6483
,,,2996.126,1567.4816
,,,2997.185,1559.2334
,,,2998.254,1539.0454
,,,2999.325,1559.0122
,,,3000.396,1558.7869
,,,3001.456,1602.5892
,,,3002.542,1538.7298
,,,3003.61,1587.3567
,,,3004.668,1580.9835
,,,3005.729,1583.9616
,,,3006.797,1565.086
,,,3007.852,1580.3487
,,,3008.918,1618.5097
,,,3009.988,1573.9358
,,,3011.046,1601.233
,,,3012.114,1581.7331
,,,3013.187,1616.3099
,,,3014.244,1598.366
,,,3015.311,1614.0132
,,,3016.371,1601.5093
,,,3017.421,1593.4081
,,,3018.488,1652.4316
,,,3019.546,1539.7049
,,,3020.622,1624.5271
,,,3021.692,1612.8597
,,,3022.745,1671.7086
,,,3023.804,1622.5327
,,,3024.857,1614.0661
,,,3025.916,1639.6207
,,,3026.98,1622.3979
,,,3028.034,1582.5275
,,,3029.095,1623.0831
,,,3030.165,1591.5372
,,,3031.234,1585.6949
,,,3032.284,1588.0003
,,,3033.349,1622.9932
,,,3034.405,1596.8823
,,,3035.467,1618.8205
,,,3036.535,1642.797
,,,3037.596,1580.0929
,,,3038.671,1622.3161
,,,3039.742,1592.619
,,,3040.804,1581.1659
,,,3041.879,1604.7273
,,,3042.933,1658.6624
,,,3044.005,1577.2105
,,,3045.075,1668.5511
,,,3046.146,1582.0515
,,,3047.198,1608.3737
,,,3048.267,1635.9845
,,,3049.329,1582.0147
,,,3050.389,1625.3846
,,,3051.45,1579.0355
,,,3052.501,1614.348
,,,3053.563,1578.8029
,,,3054.621,1613.5234
,,,3055.68,1614.6462
,,,3056.76,1617.7675
,,,3057.813,1619.4729
,,,3058.878,1596.2131
,,,3059.946,1598.8711
,,,3061.018,1612.6437
,,,3062.077,1611.4309
,,,3063.145,1583.3822
,,,3064.215,1646.4105
,,,3065.275,1574.3037
,,,3066.336,1618.8873
,,,3067.394,1610.4602
,,,3068.452,1635.4327
,,,3069.521,1630.2369
,,,3070.594,1606.3803
,,,3071.662,1607.9099
,,,3072.721,1609.4934
,,,3073.789,1628.8985
,,,3074.868,1640.4589
,,,3075.928,1618.1362
,,,3076.992,1635.3757
,,,3078.043,1606.4447
,,,3079.113,1606.7641
,,,3080.178,1599.2797
,,,3081.249,1578.2675
,,,3082.301,1603.8896
,,,3083.365,1592.2683
,,,3084.436,1643.9407
,,,3085.506,1604.086
,,,3086.565,1585.8048
,,,3087.619,1615.4425
,,,3088.677,1658.4302
,,,3089.747,1561.6443
,,,3090.815,1663.5307
,,,3091.885,1637.5275
,,,3092.937,1618.278
,,,3094.003,1603.4358
,,,3095.078,1576.1761
,,,3096.157,1567.7632
,,,3097.209,1578.1053
,,,3098.269,1587.845
,,,3099.342,1593.9883
,,,3100.419,1598.3291
,,,3101.49,1605.0102
,,,3102.541,1619.5425
,,,3103.61,1583.2776
,,,3104.678,1604.4529
,,,3105.747,1618.6757
,,,3106.806,1612.3024
,,,3107.875,1613.4664
,,,3108.937,1565.4089
,,,3110.005,1562.8902
,,,3111.077,1584.897
,,,3112.131,1601.4359
,,,3113.191,1609.6246
,,,3114.246,1634.4045
,,,3115.321,1535.9608
,,,3116.387,1566.1972
,,,3117.441,1561.3195
,,,3118.52,1562.5695
,,,3119.592,1574.6102
,,,3120.661,1573.8827
,,,3121.741,1581.4274
,,,3122.804,1616.8013
,,,3123.872,1576.2354
,,,3124.945,1573.4271
,,,3126.007,1591.4261
,,,3127.08,1558.8535
,,,3128.162,1590.901
,,,3129.218,1559.5315
,,,3130.287,1564.3111
,,,3131.353,1602.4229
,,,3132.406,1579.6698
,,,3133.466,1566.5408
,,,3134.537,1555.5353
,,,3135.612,1594.7782
,,,3136.688,1573.5877
,,,3137.739,1585.2873
,,,3138.801,1596.0337
,,,3139.86,1587.2865
,,,3140.925,1578.1506
,,,3141.996,1585.7376
,,,3143.047,1633.2775
,,,3144.11,1599.4549
,,,3145.174,1606.4255
,,,3146.243,1547.8004
,,,3147.295,1578.0143
,,,3148.368,1558.6874
,,,3149.423,1587.4564
,,,3150.497,1579.245
,,,3151.551,1544.9141
,,,3152.604,1548.431
,,,3153.668,1554.336
,,,3154.728,1564.9924
,,,3155.787,1558.8018
,,,3156.851,1531.1337
,,,3157.909,1573.7811
,,,3158.965,1603.6074
,,,3160.023,1526.3628
,,,3161.082,1597.6846
,,,3162.136,1535.2954
,,,3163.206,1551.1343
,,,3164.281,1534.0519
,,,3165.353,1541.3973
,,,3166.412,1573.5182
,,,3167.466,1561.7454
,,,3168.534,1561.6637
,,,3169.598,1540.2877
,,,3170.657,1573.9021
,,,3171.727,1574.3415
,,,3172.781,1565.0186
,,,3173.85,1513.4771
,,,3174.913,1556.6159
,,,3175.983,1549.0887
,,,3177.052,1545.8405
,,,3178.105,1535.6437
,,,3179.164,1512.6577
,,,3180.233,1479.7793
,,,3181.291,1418.9874
,,,3182.344,1377.0103
,,,3183.415,1391.8766
,,,3184.476,1331.5993
,,,3185.553,1332.3569
,,,3186.63,1262.2013
,,,3187.682,1245.5855
,,,3188.751,1208.9532
,,,3189.81,1186.4784
,,,3190.872,1124.4002
,,,3191.941,1093.0026
,,,3192.993,1106.1576
,,,3194.063,1057.1661
,,,3195.133,1050.3326
,,,3196.203,975.7834
,,,3197.255,922.9123
,,,3198.318,934.1155
,,,3199.378,916.4451
,,,3200.447,879.2167
,,,3201.507,862.7172
